id	chr	start	end	assigned gene	name	distance (bp)	Dl_Tl10b_DmWG_Max	Dl_Tl10b_DmWG_PositionMax	Twist_Tl10b_DmWG_Max	Twist_Tl10b_DmWG_PositionMax	Snail_Tl10b_DmWG_Max	Snail_Tl10b_DmWG_PositionMax	DTS high confidence	TS high confidence	known DV enhancer	confirmed DV enhancer	putative DV enhancer	references	sna site: 0% conservation	sna site: 20% conservation	sna site: 40% conservation	sna site: 60% conservation	sna site: 80% conservation	sna site: 100% conservation	twi site: 0% conservation	twi site: 20% conservation	twi site: 40% conservation	twi site: 60% conservation	twi site: 80% conservation	twi site: 100% conservation	dl site: 0% conservation	dl site: 20% conservation	dl site: 40% conservation	dl site: 60% conservation	dl site: 80% conservation	dl site: 100% conservation
2R_18713796_18715155	2R	18713796	18715155	CG3162	CG3162	3984	2.559709242	18714705	4.835834897	18714705	7.130127298	18714445	1	0	0	0	0		1	1	0	0	0	0	3	2	1	0	0	0	2	2	2	0	0	0
2R_19080267_19082487	2R	19080267	19082487	CG5393	apt	transcript overlap	2.244029076	19080992	21.62945591	19080853	53.14851485	19080853	1	0	0	0	0		3	2	2	2	2	1	7	7	5	2	2	1	0	0	0	0	0	0
2R_19146580_19147413	2R	19146580	19147413	CG5403	retn	transcript overlap	3.07788162	19146967	7.678236398	19146967	13.20933522	19146967	1	0	0	0	0		1	1	1	1	1	0	4	3	2	2	1	0	0	0	0	0	0	0
2R_19152619_19154213	2R	19152619	19154213	CG5403	retn	transcript overlap	1.733125649	19153558	5.286116323	19153558	9.888260255	19153558	0	1	0	0	0		3	3	2	0	0	0	6	4	4	2	1	0	6	4	2	1	0	0
2R_19253101_19254369	2R	19253101	19254369	CG4051	egl	transcript overlap	2.937694704	19253211	3.317073171	19253479	6.086280057	19253479	1	0	0	0	0		4	0	0	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0
2R_19494333_19495879	2R	19494333	19495879	CG3832	Phm	transcript overlap	2.949117342	19495710	2.591932458	19495430	5.240452617	19494652	1	0	1	0	1	"Markstein et al., 2004"	5	1	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0
2R_19575911_19576708	2R	19575911	19576708	CG4005 CG3209	CG4005 CG3209	TSS overlap	10.79023884	19576422	4.01782364	19576053	5.647807638	19576053	1	0	0	0	0		2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
2R_20051115_20051783	2R	20051115	20051783	CG13586 CG4622	itp CG4622	transcript overlap	1.384215992	20051142	4.318011257	20051401	7.674681754	20051614	0	1	0	0	0		3	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
2R_20321033_20322290	2R	20321033	20322290	CG3629	Dll	140	1.334371755	20321122	7.219512195	20321669	21.03253182	20321669	0	1	0	0	0		3	2	2	2	1	1	1	1	1	0	0	0	4	0	0	0	0	0
2R_20352101_20352911	2R	20352101	20352911	CG3650	CG3650	3665	1.69470405	20352462	5.039399625	20352462	9.236209335	20352462	0	1	0	0	0		0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
2R_20389985_20390825	2R	20389985	20390825	CG9047	CG9047	transcript overlap	1.3894081	20390375	3.491557223	20390375	9.388967468	20390375	0	1	0	0	0		2	2	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
2R_20552620_20553456	2R	20552620	20553456	CG2692	gsb-n	transcript overlap	1.169262721	20553286	3.57879925	20553010	6.734087694	20553010	0	1	0	0	0		1	1	1	1	1	0	4	4	4	4	4	2	0	0	0	0	0	0
2R_20558258_20559098	2R	20558258	20559098	CG2692	gsb-n	transcript overlap	1.494288681	20558648	5.090056285	20558648	8.482319661	20558648	0	1	0	0	0		1	1	1	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0
2R_20562002_20562826	2R	20562002	20562826	CG2692	gsb-n	2075	1.001038422	20562376	3.253283302	20562376	6.45261669	20562376	0	1	0	0	0		2	1	1	0	0	0	3	2	2	1	0	0	0	0	0	0	0	0
2R_20564456_20565235	2R	20564456	20565235	CG3388	gsb	4345	1.335410177	20564844	4.332082552	20564566	7.629420085	20564844	0	1	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
2R_20572795_20573628	2R	20572795	20573628	CG3388	gsb	3215	1.518172378	20573183	4.653846154	20573183	8.069306931	20573183	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2R_20605829_20606321	2R	20605829	20606321	CG16778	Tkr	transcript overlap	1.8701973	20606130	5.751407129	20606130	9.446958982	20606130	0	1	0	0	0		3	3	3	2	2	2	3	2	1	1	0	0	0	0	0	0	0	0
3L_5178_11229	3L	5178	11229	CG32475	mthl8	TSS overlap	1.398753894	10124	6.227954972	5642	1.841584158	6247	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
3L_31243_31748	3L	31243	31748	CG6821	Lsp1gamma	18222	1.565939772	31353	3.138836773	31586	7.074964639	31586	0	1	0	0	0		3	2	2	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0
3L_596647_597738	3L	596647	597738	CG3200	Reg-2	6557	2.284221526	597568	4.372591006	597568	7.099855282	597568	1	0	0	0	0		2	1	1	0	0	0	3	2	1	0	0	0	3	2	1	0	0	0
3L_604880_605428	3L	604880	605428	CG32345	CG32345	transcript overlap	2.007314525	604981	11.54175589	605258	14.39797395	605258	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_709774_710810	3L	709774	710810	CG13897	CG13897	11842	1.274817137	710164	6.585653105	710164	4.861070912	710164	0	1	0	0	0		0	0	0	0	0	0	7	6	4	4	2	2	1	1	0	0	0	0
3L_718850_719380	3L	718850	719380	CG13897	CG13897	3272	1.531870428	718932	3.310492505	718932	5.208393632	718932	0	1	0	0	0		1	1	1	1	1	0	2	2	2	2	2	1	1	1	1	1	1	1
3L_722704_723957	3L	722704	723957	CG13897	CG13897	52	4.75862069	723274	19.04389722	723274	26.55571635	723274	1	0	0	0	0		4	4	4	4	3	1	6	5	4	4	3	3	1	1	0	0	0	0
3L_725651_729215	3L	725651	729215	CR32482	tRNA:M-i:61D	TSS overlap	4.510971787	726875	7.884368308	726875	9.493487699	726875	1	0	0	0	0		4	3	2	2	2	2	10	9	5	5	3	2	2	0	0	0	0	0
3L_732910_733380	3L	732910	733380	CG1007	emc	TSS overlap	3.299895507	733220	1.870449679	732949	5.76845152	733220	1	0	0	0	0		1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0
3L_736881_737721	3L	736881	737721	CG1007	emc	3943	5.945663532	737307	4.062098501	737028	7.247467438	737307	1	0	0	0	0		2	1	1	1	1	1	3	3	3	3	3	3	2	2	2	1	1	1
3L_855610_856436	3L	855610	856436	CG32479	CG32479	transcript overlap	4.616509927	856005	4.898286938	856005	7.111432706	856005	1	0	0	0	0		1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
3L_888653_889738	3L	888653	889738	CG13905	CG13905	2190	2.66353187	889321	6.374732334	889321	4.89869754	889321	1	0	0	0	0		2	2	2	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
3L_891882_892789	3L	891882	892789	CG13906	nerfin-1	TSS overlap	1.463949843	891992	2.829764454	892272	5.387843705	892272	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_1439750_1440303	3L	1439750	1440303	CG1004	rho	7021	2.056426332	1440134	4.734475375	1440134	8.641099855	1440134	1	0	0	0	1	"Ip et al., 1992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_1445100_1446447	3L	1445100	1446447	CG1004	rho	877	9.863113898	1445485	16.30620985	1445485	28.56150507	1445485	1	0	1	0	1	"Ip et al., 1992"	3	2	2	2	1	0	4	4	4	4	4	0	5	3	3	1	0	0
3L_1462564_1463204	3L	1462564	1463204	CG33166 CG32331	stet CG32331	transcript overlap	2.131661442	1462750	3.131691649	1462750	5.541244573	1462750	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	1	0
3L_1499906_1500750	3L	1499906	1500750	CG12086 CG1009	cue Psa	transcript overlap	2.101358412	1500669	3.579229122	1500567	5.13024602	1500567	1	0	0	0	0		4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_1700886_1701443	3L	1700886	1701443	CG2086	drpr	transcript overlap	1.307210031	1700993	3.701284797	1700993	5.654124457	1701273	0	1	0	0	0		2	2	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
3L_1718881_1719716	3L	1718881	1719716	CG2069	Oseg4	TSS overlap	1.145245559	1719266	5.840471092	1719128	8.396526773	1719266	0	1	0	0	0		3	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
3L_2420910_2422897	3L	2420910	2422897	CG32306	CG32306	transcript overlap	2.421107628	2422163	5	2422443	6.748191027	2422163	1	0	0	0	0	"Levine lab, unpublished"	2	2	2	2	2	1	2	1	1	1	1	0	4	2	1	0	0	0
3L_2460539_2461069	3L	2460539	2461069	CG33232 CG16761	CG33232 Cyp4d20	transcript overlap	0.792058516	2460643	3.805139186	2460643	6.897250362	2460643	0	1	0	0	0		1	1	1	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0
3L_2466234_2467042	3L	2466234	2467042	CG33232	CG33232	transcript overlap	2.059561129	2466619	6.154175589	2466757	9.299565847	2466757	1	0	0	0	0		3	3	3	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0
3L_2863961_2866611	3L	2863961	2866611	CG9973	CG9973	8719	3.31138976	2866187	6.609207709	2866187	9.201157742	2866187	1	0	0	0	1	"Biemar et al., 2006"	2	0	0	0	0	0	2	1	1	0	0	0	6	1	1	1	1	1
3L_3020623_3022008	3L	3020623	3022008	CG2162	CG2162	transcript overlap	1.943573668	3021564	3.7751606	3021564	6.80463097	3021564	0	1	0	0	0		1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3L_3147812_3149190	3L	3147812	3149190	CG14962	CG14962	transcript overlap	3.091954023	3148197	11.00642398	3148197	17.50795948	3148197	1	0	0	0	0		7	5	2	0	0	0	4	3	1	1	1	0	2	0	0	0	0	0
3L_3320687_3320967	3L	3320687	3320967	CG32268	dro6	793	1.76384535	3320797	3.667023555	3320797	6.0723589	3320797	0	1	0	0	0		1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
3L_3387415_3387967	3L	3387415	3387967	CG1921	sty	transcript overlap	1.576802508	3387819	6.583511777	3387539	11.9536903	3387539	0	1	0	0	0		5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3L_3392148_3393969	3L	3392148	3393969	CG1921	sty	transcript overlap	2.409613375	3393829	7.037473233	3393612	9.529667149	3393612	1	0	0	0	0		3	0	0	0	0	0	9	1	0	0	0	0	3	0	0	0	0	0
3L_3829182_3829771	3L	3829182	3829771	CG1072	Awh	TSS overlap	1.928944619	3829537	5.301927195	3829537	3.19536903	3829537	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_3926811_3928147	3L	3926811	3928147	CG14982	CG14982	transcript overlap	1.242424242	3927776	4.576017131	3927481	8.850940666	3927481	0	1	0	0	0		6	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4153565_4154216	3L	4153565	4154216	CG1333	Ero1L	TSS overlap	1.854754441	4153605	3.255888651	4153833	7.060781476	4153833	0	1	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4213739_4214849	3L	4213739	4214849	CG15009	ImpL2	transcript overlap	1.333333333	4214129	9.592077088	4214409	11.31693198	4214409	0	1	0	0	0		2	0	0	0	0	0	3	3	2	1	0	0	1	1	1	1	1	0
3L_4391380_4392457	3L	4391380	4392457	CG11347	CG11347	transcript overlap	1.214211076	4392314	6.276231263	4391770	8.030390738	4391770	0	1	0	0	0		2	1	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0
3L_4531344_4532787	3L	4531344	4532787	CG11357	CG11357	transcript overlap	1.732497388	4531795	3.033190578	4531515	5.386396527	4531515	0	1	0	0	0		5	2	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
3L_4675376_4676209	3L	4675376	4676209	CG32239	Gef64C	transcript overlap	3.476489028	4675766	9.647751606	4675766	14.0130246	4675766	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_4676971_4678546	3L	4676971	4678546	CG32239	Gef64C	transcript overlap	3.458725183	4677361	4.749464668	4677361	11.93777135	4677361	1	0	0	0	0		2	2	1	0	0	0	1	1	1	0	0	0	3	1	1	1	1	0
3L_4840594_4840874	3L	4840594	4840874	CG32235	CG32235	443	0.997910136	4840704	3.311563169	4840704	5.353111433	4840704	0	1	0	0	0		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_4957118_4957595	3L	4957118	4957595	CG7503	Con	99	9.254963427	4957156	4.069593148	4957426	8.037626628	4957426	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5365940_5366188	3L	5365940	5366188	CG10633	CG10633	9172	1.34169279	5366018	6.155246253	5366018	9.146164978	5366018	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_5594800_5595640	3L	5594800	5595640	CG5249	Blimp-1	9290	1.845350052	5595190	5.420770878	5595190	8.836468886	5595190	0	1	0	0	0		2	2	1	1	1	0	3	1	1	1	1	0	0	0	0	0	0	0
3L_5604443_5605243	3L	5604443	5605243	CG5249	Blimp-1	TSS overlap	2.512016719	5604802	7.161670236	5604802	10.66714906	5604802	1	0	0	0	0		3	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
3L_5607710_5608831	3L	5607710	5608831	CG5249	Blimp-1	transcript overlap	1.841170324	5608374	7.582441113	5608374	11.37047757	5608374	0	1	0	0	0		2	2	2	1	1	0	2	2	1	0	0	0	0	0	0	0	0	0
3L_5809480_5810317	3L	5809480	5810317	CG10491	vn	transcript overlap	4.986415883	5809864	10.31905782	5809864	13.14616498	5809864	1	0	1	0	1	"Markstein et al., 2004"	2	1	1	1	1	0	2	1	1	1	1	0	4	3	2	2	1	0
3L_5854919_5856342	3L	5854919	5856342	CG13287	CG13287	12	1.831765935	5855305	8.033190578	5855305	6.675832127	5855305	0	1	0	0	0		0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
3L_5970163_5970693	3L	5970163	5970693	CG32406	CG32406	468	1.491118077	5970273	3.517130621	5970273	5.616497829	5970273	0	1	0	0	0		2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_6154333_6154619	3L	6154333	6154619	CG10274	CG10274	transcript overlap	2.4169279	6154441	4.117773019	6154441	5.564399421	6154441	1	0	0	0	0		0	0	0	0	0	0	2	2	1	1	0	0	2	1	1	0	0	0
3L_6282699_6283445	3L	6282699	6283445	CG32401	Or65a	11113	2.258098224	6282809	4	6283089	6.908827786	6283089	1	0	0	0	0		1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
3L_6740873_6741705	3L	6740873	6741705	CG32392	CG32392	3680	1.50261233	6741255	4.964668094	6741255	7.756874096	6741255	0	1	0	0	0		2	1	1	1	1	0	3	3	3	2	1	0	0	0	0	0	0	0
3L_6787574_6788108	3L	6787574	6788108	CG10037	vvl	23467	1.317659352	6787938	3.647751606	6787662	6.001447178	6787662	0	1	0	0	0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0
3L_6794649_6795759	3L	6794649	6795759	CG10037	vvl	30542	2.368861024	6795328	4.061027837	6795048	7.293777135	6795048	1	0	0	0	0		0	0	0	0	0	0	1	1	1	1	1	0	2	0	0	0	0	0
3L_6801621_6802138	3L	6801621	6802138	CG10037	vvl	37514	1.795193312	6801720	3.572805139	6801720	5.646888567	6801720	0	1	0	0	0		1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
3L_6877793_6878312	3L	6877793	6878312	CG10078	Prat2	10493	1.83908046	6878144	3.611349036	6878144	9.434153401	6878144	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
3L_7107427_7108749	3L	7107427	7108749	CG8624	melt	TSS overlap	3.141065831	7108019	5.56745182	7108283	11.63531114	7108474	1	0	0	0	0		3	2	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0
3L_7111691_7112531	3L	7111691	7112531	CG8624	melt	transcript overlap	2.306165099	7112361	3.798715203	7112361	5.881331404	7112361	1	0	0	0	0		1	1	1	1	1	0	0	0	0	0	0	0	2	2	1	0	0	0
3L_7302488_7302958	3L	7302488	7302958	CG8602	CG8602	TSS overlap	1.743991641	7302730	2.91006424	7302730	5.617945007	7302730	0	1	0	0	0		1	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
3L_7389897_7390148	3L	7389897	7390148	CR33948	pncr015:3L	9627	2.024033438	7390007	2.843683084	7390007	5.254703329	7390007	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_7493128_7493641	3L	7493128	7493641	CG32372	CG32372	TSS overlap	4.680250784	7493364	5.661670236	7493364	6.858176556	7493364	1	0	0	0	0		0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0
3L_7725882_7726447	3L	7725882	7726447	CG32373	CG32373	transcript overlap	0.951933124	7726011	3.51391863	7726011	5.740955137	7726011	0	1	0	0	0		2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3L_7882679_7884680	3L	7882679	7884680	CG8114	pbl	transcript overlap	4.535005225	7884476	9.405781585	7883349	9.344428365	7884214	1	0	0	0	0		6	6	4	4	3	2	5	4	4	3	3	2	1	1	1	0	0	0
3L_7961774_7962854	3L	7961774	7962854	CG7892	nmo	transcript overlap	1.850574713	7962412	4.675588865	7962412	6.547033285	7962412	0	1	0	0	0		2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
3L_8057831_8058340	3L	8057831	8058340	CG7565	CG7565	7400	1.111807732	8057941	3.149892934	8057941	5.098408104	8058170	0	1	0	0	0		2	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3L_8084140_8084551	3L	8084140	8084551	CG7927	CG7927	TSS overlap	2.402298851	8084268	3.953961456	8084268	6.413892909	8084268	1	0	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_8248171_8248449	3L	8248171	8248449	CG33274	CG33274	transcript overlap	1.641588297	8248279	1.86509636	8248279	5.11577424	8248279	0	1	0	0	0		1	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0
3L_8430157_8430715	3L	8430157	8430715	CG6964	Gug	transcript overlap	3.351097179	8430545	5.728051392	8430545	8.489146165	8430545	1	0	0	0	0		1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0
3L_8480641_8481472	3L	8480641	8481472	CG6694	CG6694	2222	1.908045977	8480748	5.497858672	8481023	7.752532562	8481023	0	1	0	0	0		4	1	1	0	0	0	3	2	1	1	0	0	3	0	0	0	0	0
3L_8626947_8628056	3L	8626947	8628056	CG6486	CG6486	3476	1.379310345	8627886	5.14882227	8627057	6.125904486	8627057	0	1	0	0	0		2	1	1	0	0	0	2	2	2	2	1	1	2	2	1	1	0	0
3L_8644120_8645432	3L	8644120	8645432	CG6494	h	4274	1.65830721	8645265	5.072805139	8644987	9.615050651	8644987	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3L_8649141_8650163	3L	8649141	8650163	CG6494	h	TSS overlap	1.862068966	8649997	4.02248394	8649489	9.836468886	8649606	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3L_8803491_8804296	3L	8803491	8804296	CG4974	dally	transcript overlap	1.632183908	8803601	4.622055675	8803601	6.946454414	8803601	0	1	0	0	0		1	1	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
3L_8806639_8807425	3L	8806639	8807425	CG4974	dally	transcript overlap	1.401253918	8806749	2.643468951	8807013	5.377713459	8807013	0	1	0	0	0		1	1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0
3L_8977410_8977946	3L	8977410	8977946	CG5093	Doc3	1199	1.770114943	8977520	9.295503212	8977520	15.65557164	8977520	0	1	0	0	1	"Stathopoulos et al., 2002 "	1	1	1	1	1	0	3	3	3	2	2	0	1	1	0	0	0	0
3L_8978566_8979328	3L	8978566	8979328	CG5093	Doc3	TSS overlap	1.908045977	8978899	7.082441113	8978899	8.740955137	8978899	0	1	0	0	1	"Stathopoulos et al., 2002 "	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
3L_9002806_9003601	3L	9002806	9003601	CG5187	Doc2	8450	4.664576803	9003196	6.510706638	9003196	7.687409551	9003196	1	0	0	0	0		2	1	1	0	0	0	2	1	1	1	1	0	1	1	1	1	1	0
3L_9016068_9016617	3L	9016068	9016617	CG5133	Doc1	transcript overlap	1.392894462	9016449	2.442184154	9016175	5.830680174	9016449	0	1	0	0	1	"Stathopoulos et al., 2002 "	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
3L_9017443_9018000	3L	9017443	9018000	CG5133	Doc1	transcript overlap	1.187042842	9017830	4.36509636	9017830	7.450072359	9017830	0	1	0	0	1	"Stathopoulos et al., 2002 "	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3L_9395200_9395727	3L	9395200	9395727	CG3967	CG3967	transcript overlap	0.947753396	9395310	2.678800857	9395585	5.176555716	9395585	0	1	0	0	0		3	3	2	2	2	1	2	2	2	2	2	0	0	0	0	0	0	0
3L_9420741_9421763	3L	9420741	9421763	CG3529	CG3529	TSS overlap	2.225705329	9420824	3.675588865	9420925	5.727930535	9420925	1	0	0	0	0		3	1	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
3L_9435373_9436211	3L	9435373	9436211	CG32043	CG32043	transcript overlap	2.242424242	9435761	5.094218415	9435761	5.814761216	9436041	1	0	0	0	0		1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3L_9465007_9465995	3L	9465007	9465995	CG32037	CG32037	transcript overlap	2.916405434	9465355	12.52997859	9465355	21.93198263	9465355	1	0	0	0	0		1	1	1	1	1	0	2	2	1	1	0	0	1	0	0	0	0	0
3L_9829348_9830547	3L	9829348	9830547	CG6721	Gap1	122	2.584117032	9829862	9.559957173	9829862	11.78147612	9830142	1	0	0	0	0		2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
3L_10073769_10074279	3L	10073769	10074279	CG6640	CG6640	transcript overlap	1.320794148	10074149	2.917558887	10073879	5.696092619	10073879	0	1	0	0	0		3	3	3	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0
3L_10304486_10305303	3L	10304486	10305303	CR33586	mir-276b	10693	2.21107628	10304876	8.344753747	10304876	10.71490593	10304876	1	0	0	0	0		3	1	1	1	0	0	3	3	3	2	1	0	3	1	1	0	0	0
3L_10832368_10833307	3L	10832368	10833307	CG7958	tna	transcript overlap	1.520703934	10832784	3.348783314	10832784	5.8	10832784	0	1	0	0	0		1	1	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0
3L_10834064_10835403	3L	10834064	10835403	CG7958	tna	transcript overlap	2.870600414	10834954	6.039397451	10834954	8.3	10834954	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0
3L_11210792_11212639	3L	11210792	11212639	CG6185	CG6185	907	2.01552795	11211930	5.235225956	11211930	7.11	11212190	1	0	0	0	0		2	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0
3L_11216774_11218453	3L	11216774	11218453	CG6185	CG6185	6889	3.105590062	11217513	4.697566628	11218005	5.85875	11217513	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
3L_11233952_11236115	3L	11233952	11236115	CG7590	scyl	7696	1.594202899	11235401	3.274623407	11235911	5.2475	11235911	0	1	0	0	0		6	3	1	0	0	0	5	4	3	0	0	0	1	0	0	0	0	0
3L_11528570_11528842	3L	11528570	11528842	CG11711	Mob1	transcript overlap	1.419254658	11528680	3.31170336	11528680	5.20625	11528680	0	1	0	0	0		1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
3L_12479634_12480463	3L	12479634	12480463	CG10654	CG10654	1194	1.661490683	12479744	4.235225956	12480024	5.47	12480024	0	1	0	0	0		1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
3L_12539948_12540760	3L	12539948	12540760	CG10632	CG10632	transcript overlap	4.111801242	12540338	6.819235226	12540338	9.5425	12540338	1	0	0	0	0		3	2	2	2	2	2	2	2	2	2	2	2	3	2	1	0	0	0
3L_12651207_12651959	3L	12651207	12651959	CG10601	mirr	15736	2.014492754	12651522	4.943221321	12651522	5.50125	12651522	1	0	0	0	0		0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0
3L_13058156_13058964	3L	13058156	13058964	CG17300	CG17300	2272	2.800207039	13058546	5.855156431	13058546	6.10125	13058546	1	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
3L_13093798_13094611	3L	13093798	13094611	CG11280	trn	5578	2.483436853	13094171	6.147161066	13094171	10.1	13094171	1	0	0	0	0		0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
3L_13189820_13190387	3L	13189820	13190387	CR32127	CR32127	1764	2.305383023	13189938	4.625724218	13189938	6.2475	13189938	1	0	0	0	0		3	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
3L_13351992_13353308	3L	13351992	13353308	CG14112 CG14111	SNCF CG14111	TSS overlap	5.216356108	13352648	5.988412514	13352382	9.40875	13352382	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0
3L_13828422_13829262	3L	13828422	13829262	CG8745	CG8745	transcript overlap	1.827122153	13828812	4.702201622	13828532	5.16875	13828532	0	1	0	0	0		4	2	1	1	1	0	5	4	2	2	2	0	2	2	1	0	0	0
3L_13889986_13890563	3L	13889986	13890563	CG8865	Rgl	TSS overlap	1.980331263	13890084	4.792584009	13890084	7.33875	13890084	0	1	0	0	0		1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
3L_14114971_14116048	3L	14114971	14116048	CG32139	Sox21b	18388	2.958592133	14115610	5.123986095	14115081	8.2225	14115081	1	0	0	0	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3L_14118710_14119528	3L	14118710	14119528	CG32139	Sox21b	22127	4.756728778	14119090	4.914252607	14119090	6.58125	14119090	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	2	2	2	2	1	0
3L_14156166_14156992	3L	14156166	14156992	CG33991	nuf	transcript overlap	1.575569358	14156840	3.967555041	14156560	7.17625	14156560	0	1	0	0	0		1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
3L_14241220_14241981	3L	14241220	14241981	CG17697	fz	transcript overlap	1.425465839	14241570	3.789107764	14241570	6.07375	14241570	0	1	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
3L_14417643_14418725	3L	14417643	14418725	CG9598	CG9598	35052	1.729813665	14418050	7.389339513	14418050	10.38125	14418050	0	1	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
